x,y,tags
-1.4035914647170533,2.1035960443855126,C
-2.2665248357084313,0.09779976568984713,C
0.2501255340976068,2.4420589356797087,C
-0.61701193117626,-1.280893311398547,S
-0.8692641541043714,2.3406775707574266,C
-2.5944453771304103,0.421189831785129,C
0.8155491962641047,-2.3533105977012405,C
-2.390201343289238,0.5657696429166447,C
-0.8955645990699755,1.018726715450181,L
1.764562538346678,-2.015906657420251,C
2.432729964686653,-0.9616327659871869,C
-1.6286771781631573,-1.6842174819618638,C
-0.5820548889977236,-1.5159147416836547,S
0.5755061798764569,2.4243382198113026,C
0.38847809108313475,-1.2436060126169644,S
-2.029699580311137,1.530491402098265,C
1.0057165235346106,1.285939577196273,R
-0.613655409904742,-2.52345122009109,C
-1.1416826689203319,-0.935146670058933,S
-1.0212547770977471,1.0722075415148011,L
-2.0644570151059467,1.5939464820852156,C
-2.313493989208071,-1.1941912946372093,C
0.0646912238987145,-2.5804150206965635,C
-1.6169650337552728,2.051677733895963,C
-2.1280896413722936,1.3185346002441134,C
0.919784763409324,-1.1507488326515587,S
0.35462036294183585,2.471797731126765,C
0.2702562018663974,-1.4009411799060005,S
2.308246507558304,1.328401133973066,C
-0.4518688394506653,-2.5400690622564346,C
-1.4629247384096111,-1.9475177196893376,C
-2.5765753391004513,0.04947637133996685,C
-1.0213320509190553,0.9881557182759011,L
2.3455870282552604,-0.765450379705259,C
0.49448879597776346,-1.5635222362466763,S
0.4940341050836271,-1.42690256973359,S
0.31884188985741657,2.477745644756902,C
2.242105963419509,0.8633450595568015,C
-0.11798449225551731,-1.4388281438932107,S
1.1441174655067257,2.2376090051851296,C
-0.7380459587055839,-1.2943606994783516,S
-0.7518840396481383,-1.4125064534660068,S
-0.9508747840527353,-0.95225948558374,S
0.13388085526818203,-2.5408763117007,C
-0.9827585216117943,0.9112259977809738,L
0.2989345416087671,-1.6030095835966212,S
0.4363457599495085,-1.4004115232747012,S
0.045747546681458535,-1.3264162268843278,S
-0.6496455800386548,-1.3110028213276614,S
-0.08090304387985787,-1.5002289301473422,S
-1.0524462889367558,-1.029231039529646,S
0.5165312966916901,-2.3983336222687357,C
-1.1586328529813348,-1.1727727862952373,S
-1.147359960502412,-1.04850924030035,S
0.03717658706507669,-1.4589222116392322,S
-0.6397862279824036,-1.3421527990256503,S
-2.2914885601797206,-0.638851415880227,C
-1.037073608974101,0.992950897753285,L
