x,y,tag
-0.2898660783429157,-2.372776290918821,C
-2.4726962105869297,0.056415659161225415,C
-1.0120249254972713,1.2065723388249587,L
-1.3003842034012798,-2.1328492657433196,C
1.3831548983423794,-2.0123762142212303,C
1.7652688205775218,1.4640973882459767,C
2.2640959428307887,-1.2358831278837366,C
-1.2130675919550886,-2.3671440696619928,C
0.6794376499486975,-1.2048839962994091,S
-0.9353454514581372,0.9354375856633866,L
0.2309277894652604,-1.6555668559792014,S
-2.188941149606488,1.1916169054970263,C
0.9962179275459556,0.932783935173667,R
0.09020990919224756,-2.5120639670383147,C
-0.09675827670846132,-1.2929503910675273,S
0.9222055078469373,1.108313729038052,R
0.7502336679994769,2.5056621921426916,C
-1.714574631389175,1.7449238654844643,C
2.3764334007043937,0.3897478885405567,C
-2.3732972734710702,-0.57202275660178,C
0.14002614285446988,-1.4668597122060099,S
-0.5555100851333677,2.4793102413883226,C
-0.4889487327022163,-1.3835050938480722,S
0.41966424888173054,-2.564779575578802,C
-0.5816506912800605,-1.4292467833842695,S
-1.1950588669315374,-2.4034318265468375,C
2.253621426710113,1.1862274254413667,C
1.398631024984639,-1.9353858470546101,C
-0.7639049627401875,-1.346003439786286,S
-0.9466621234737187,-2.200352199680716,C
-0.6042813161197805,-1.3899616097415073,S
2.012245299275006,-1.645830735930992,C
1.2107321999294054,2.161211953391271,C
-0.8919310055110372,0.9811513989085948,L
-0.2025140998420165,2.4180508840012607,C
0.388692474012019,-1.4869197084683718,S
0.7732963406148101,-1.3126768051221238,S
-2.527570076374396,0.4893635150689772,C
-1.7420884081525287,1.8196588907667666,C
-0.22681211776442944,-1.465527354339471,S
0.9728726337553417,0.9602223959005679,R
2.620722357069945,-0.2775759991990419,C
0.282790323704325,-2.5703288937605646,C
-2.618817073058054,0.12692567899069915,C
-0.9687864518089013,0.9978127985179561,L
-2.2966043729739285,0.8564352003789774,C
1.1996075406735296,2.2392367081620805,C
1.571707375318239,-1.8814647283798924,C
-2.4211226172743188,0.7234441356310676,C
-2.0214400628864415,1.6257573614499206,C
-0.8536461613665285,0.888513718755191,L
-2.3339270975467166,-0.7455190642322781,C
-0.31220088184060313,-1.293055157276274,S
2.625097347753988,-0.649002651337225,C
-2.405095642039117,-0.1482571097718522,C
-1.8059817187357448,-1.6936029645361363,C
0.9899276659012649,-1.193476850924484,S
2.5289142164132996,-0.9135453700825354,C
-0.910360428396052,2.254090908305719,C
0.7094211605195332,2.4541742176096446,C
-0.003974712719959842,-1.594297563827565,S
-1.0280050705725559,-2.21826030773294,C
-0.5689337821985244,2.5227082149894113,C
2.4578195656876702,0.4904471444021517,C
-1.5125408449452098,2.0201033604981244,C
2.268159530300343,1.3128963166058316,C
-2.496162203123733,0.2970499735248283,C
-0.9050514228803165,2.470422410340966,C
1.0849687132105552,1.1139151797860105,R
-1.5193094379529113,1.810314969843394,C
1.5822455681465746,-1.8205123429313315,C
-0.8780025870672665,0.9520926418114875,L
0.4572294757214031,-2.330545416252214,C
1.5357216967780989,2.1297049363956733,C
0.9891162409952199,-1.1771634684763976,S
-0.5753154528648009,-1.2518179032243502,S
-1.4956337496951264,-2.0725097679205158,C
0.5824015404862181,2.528396864843677,C
2.4094783461570737,0.25892474272981336,C
-2.363877126692773,-0.6431197470862822,C
-2.0178975368686403,-1.2061105454308922,C
1.4980053412570182,1.7466953461514978,C
-0.7842075552585354,-1.27685806184551,S
-0.311050530414288,-1.4492905145934758,S
-0.5075178363329237,-2.7379873374909813,C
1.157800508339291,0.8275044596151462,R
-0.8244344978355853,-2.249197348120298,C
0.024226902815001547,-2.591266540403975,C
-2.125304157505303,-1.3789472240254788,C
-2.303053575731424,-0.7655884909773925,C
0.714052541097943,-2.3718835942845655,C
0.8830999633034305,-1.0624135226376463,S
0.8157372330919979,-1.2841912199768482,S
2.2320220139787574,-1.12844558430959,C
-1.0076657229356776,2.069214178624504,C
-0.5673883750982631,2.337057709303483,C
1.2876200921722143,2.2040368622108053,C
-0.6267783409018214,2.303591190228941,C
1.2631229533371569,-2.189593614277018,C
1.2356677915003949,2.041395075034828,C
2.3360903822304686,-1.1384221986597527,C
-0.4541999994017321,-2.477325050906914,C
-1.7016007935263209,1.7066084506614494,C
-2.1573027580274293,-1.0552918624461782,C
2.467293620667524,-0.1467607140106864,C
-1.994844426020817,1.5005115074751012,C
-0.38991505823042344,-1.516752337125985,S
0.8184469245866681,-2.210663807286931,C
1.8297586251229536,1.7174254840242682,C
2.480260470107532,-0.1858034257217837,C
-0.6366923721825875,2.370647947087411,C
-1.7601906522756516,1.4977335056435646,C
-0.4509386668065149,-1.4800829910042592,S
-0.9255886361963721,0.9324408150532033,L
-0.9363985651165807,1.075050028780156,L
0.08984426502768615,-2.3964968911231956,C
-1.248975786794822,2.2503120796842384,C
0.8136624750526257,-1.2683564458570484,S
0.4501976580761304,-2.3568285782986775,C
1.71946439041,-1.9782314350695342,C
-0.6905397834317609,-1.2951980935543932,S
1.6673916626018792,-1.8073205949874573,C
0.9419368315027112,1.042113771622112,R
2.72711437685841,0.34714137809994755,C
2.322380373133938,-0.8070449460108996,C
-2.546647646837165,-0.07205770890413415,C
1.1324034378765122,2.118772056799065,C
-1.7195421926473244,1.8335069563017603,C
2.431565344618386,-1.2258104251706246,C
-0.13578194035766744,-2.4514394874609704,C
-1.9305566801005436,1.4403291585613198,C
-0.571219537263427,-2.4979765276730475,C
-0.15726308124684385,-1.423883976274065,S
0.9859419939078654,0.9829167961420306,R
-0.4794387745761985,-1.5032507065159049,S
-0.07807581166248681,-1.5381159163411726,S
1.2264444450208556,0.985263055593571,R
2.5142485720218692,0.12039372820173037,C
-0.9695116227754225,1.0329577407515989,L
0.8603840084500464,-1.2225601289629955,S
