x,y,class
-0.9354433587336471,2.218275083153172,C
-0.1162412952816644,-1.232486500431829,S
-2.589547381972952,-0.16561182601608834,C
-0.023665373128574564,-1.498959611641225,S
-2.4186304334672664,0.14840761513443615,C
-1.602686775684323,-1.8550513500451093,C
1.0844265140105926,-2.3605955520178394,C
2.0156911290284087,-1.2860159858752784,C
-0.37475905305875745,-1.5721021382379123,S
-0.21712324473297387,-1.5026735926355022,S
-1.2485635283870467,-2.2346872169764653,C
-0.3654966134798288,-2.3785650027270986,C
2.4164638077443703,0.448125606495186,C
2.465266798622184,0.8649841798842451,C
-0.33200389251498885,-2.680078108238038,C
1.362708089148164,-2.1249467636005694,C
0.9838561253521569,1.051559778249403,R
-2.51810843522601,-0.7059888001847207,C
1.467403047228098,-1.944494752820074,C
0.7355692882406244,0.9390977592791119,R
2.546636841537956,0.435092047864768,C
0.9480584974314767,-0.9976120307599445,S
2.50539989432419,-0.713770235774501,C
1.0710802805562798,0.9773278018409641,R
-1.4934299069762826,-1.884444371193737,C
0.9869678760497,1.0721308849345281,R
-1.0633241466361834,0.9704113287234418,L
-0.838876312929735,-1.079520727232554,S
-0.5577054372469291,-2.456998051087758,C
-0.45551736420932126,2.3561955021391947,C
0.17241214579849762,-1.4123191667039223,S
0.6592229231371985,2.5880239230246547,C
0.6925667076491406,-2.3575450593983436,C
1.0733641282994677,0.7736309910883322,R
-1.1563617269869508,-2.173153269904696,C
0.20869020783795056,-1.1723418630899012,S
2.404308546899822,-0.7801583525344254,C
-0.9944377082785135,1.1377366840046523,L
0.9352158293252051,1.04572604638183,R
-0.6408914864835688,-1.379144761175627,S
-1.081574124396105,2.20571453146312,C
2.386693408609617,-0.37306892693007404,C
-0.06455080729117113,-1.4158786715253342,S
-0.9267984401426813,1.2220793478345038,L
-1.1492487128349873,0.9611595452614522,L
0.8987232900691986,0.9791388222213595,R
-1.0152987165289473,0.9948688769246629,L
-0.9118177448568107,-1.2432466768016797,S
1.022744983400094,1.0106687752925114,R
-1.0963013009058296,0.9083971454559074,L
-0.6320821292891409,-1.174143200300791,S
-2.2835809509933442,1.20156663092684,C
-1.066998567864359,0.8879423594588606,L
1.986181523670349,1.284933599642761,C
-0.8694264951990858,1.100877379746141,L
0.5835767328943277,-1.1849321424577113,S
1.671552604213017,1.887369160148818,C
-2.0310453488538935,-1.6220744564830676,C
1.955328991516496,-1.5155565144237864,C
1.5740972673487676,-1.9420028241881904,C
1.7399202360508583,-1.4456159117011678,C
-0.4609988479857836,-2.503060789601366,C
2.627180474479072,0.21269793923745886,C
0.5263213402106498,-1.3289898155885165,S
-1.8995522169983075,1.4442629056574834,C
0.16161160352835482,-1.3929654492141135,S
-1.5901802233880582,-2.0647097709375166,C
0.9946353118503121,-2.1213794435007305,C
-2.1596322312736227,1.0558007683124466,C
0.21680480457380572,2.5642788167859636,C
0.7855441274027192,2.3078506472836993,C
-0.5082967623323846,-2.4861532233100783,C
-1.8611747435255692,1.5632251803008956,C
-0.5808398541368701,-1.2576591334711105,S
-1.147422661198022,-2.1912283134830246,C
-0.13057512782515804,-1.640500567664209,S
0.9988657675042247,-1.2671517924002353,S
-1.0204150070389155,0.8573089808087166,L
0.6640533361357558,-1.357836267560383,S
1.1390765254539237,1.1024870701710296,R
-2.3761250546412236,-0.04622060046454822,C
-2.0200154416314966,1.6744069948632128,C
0.6167155183724987,-1.2606131489446948,S
0.8264481813740115,2.3862135223349528,C
0.9712687015557858,1.2257068720540434,R
0.6436678781296227,2.388161548363785,C
-1.7334027697327958,-1.7297038892781902,C
-2.2158512018251098,-1.2203285311211671,C
0.3823624577585427,-1.3673825747209987,S
2.3091310166741916,-1.1752158329717801,C
-1.2330721132963196,2.2543650755244,C
2.1444153717814767,1.3159648616367325,C
1.4576386599680156,-1.7330474442263621,C
-0.36531554867029853,2.5469351873146073,C
0.9560168631463889,1.1408343597523067,R
-0.28104733159679846,-1.451049939434687,S
1.165424310396191,2.148644736816991,C
-2.439079181029497,-0.6159834343644142,C
-1.4954970815144237,1.8235371770434745,C
-1.8729299913804942,-1.4433656046122458,C
-0.850373074296279,-1.217617508589303,S
0.5456404175336874,-1.2795499272886868,S
1.2201585183770747,2.3080325551202376,C
-2.072322490594148,-1.3090233987973023,C
-0.6338276126263083,-1.431413560457191,S
2.3416872738078265,-0.4466250029890879,C
2.0691251663074492,-1.5914286193761316,C
-1.271545115461715,-2.3194182854001446,C
-0.8346928655257534,-1.1914098693495545,S
2.042391417198256,1.8178531078735418,C
-0.4913101559286203,-1.448553869847304,S
-0.7714289034516034,2.3120318867424747,C
1.8765647833936256,1.707094072621326,C
0.6980532402492445,-1.1972449223423463,S
2.5476593475608618,-0.19139656745466513,C
-1.1598879063237375,1.236234174785045,L
0.8402364051059339,-1.4232017080740986,S
0.607977923706017,-2.5601571777202996,C
-0.6701005969229319,-1.3401623212071019,S
0.8723452070995769,-2.1205972627256924,C
2.191738525909652,-0.823262402826821,C
0.7470981110184497,-1.2050009852396402,S
0.11755417172232542,-1.4744574690075254,S
0.19134127251715838,-1.5797362805563073,S
-1.0612377271400444,-2.266233156267082,C
0.35284567298838176,-1.4111531753315933,S
-2.436952421128305,0.4400074851020854,C
1.0526194983425743,-1.3284446696259098,S
-2.435866137559091,0.08545405276888801,C
-0.30912782510253806,-2.5717696702816863,C
1.0925682254098934,-1.0161058150411844,S
-0.5454132646044219,-1.2107671176211108,S
-0.5223936192684292,2.6233514146791395,C
1.0256216278090924,-2.060614863988679,C
-0.6427352087833532,-1.4675733210468107,S
0.7766485471762954,-2.4786375636464424,C
2.302434660236704,1.1978327533311877,C
1.4731314399734259,-2.1117758480603266,C
2.509125815663344,0.19547361014639003,C
2.4552291086677416,-0.37888042616454964,C
-0.9782731560385908,1.0169875342491992,L
2.1111524924683427,-1.3607275900422382,C
2.1766118235961693,-1.182592302265569,C
0.996371549346113,0.9205676665650269,R
1.787784761559334,1.7613884335551715,C
0.9324723947419995,-1.3025520172599212,S
-0.09989593527050794,-1.522354653048558,S
1.250692045011505,-2.201850458673677,C
1.096013116165966,2.177519553034197,C
2.3651379445122354,0.9301841328222095,C
-0.22559476927322106,-1.5036672167666743,S
-2.4269636445163614,-0.8936124556636744,C
-1.386354716250309,-1.9595454920239828,C
1.042957279312716,0.8754503802768072,R
0.2544654803776714,-1.5515881390363455,S
-2.0567794717193753,-1.5532606431962397,C
-0.9165169704374123,0.9659870218219283,L
0.41496726849422966,-2.3756585296679957,C
-1.0253360678450087,0.9341706191024379,L
-0.2398836649116964,2.522162868580741,C
-1.0056503091283124,0.9769300599590026,L
