x,y,label
-1.411302146637211,-2.1378844787866327,C
-2.4601331955011783,-0.4861817059003883,C
-2.293715987596374,-1.0307453668647613,C
-2.344363826918769,-0.10932620211209024,C
1.1552430060839756,-1.172296951216917,S
0.5296844093728882,-2.195032737906641,C
0.31893992912017266,-2.491979146330461,C
-2.1024265562574262,-1.1647504048100052,C
-2.313939928034703,0.7839670861320985,C
0.7080412636553816,-2.3425032274958375,C
-1.3521874329428496,2.4830625104223274,C
1.1290579296279666,0.8975324126182863,R
0.021228383126861324,-1.5218546436918499,S
-1.0256612524835265,-1.0553394524116846,S
-0.2788590012311755,-2.5975781243231024,C
-1.6388500774754797,2.039896834859765,C
2.126424739637633,-1.3095050853382018,C
1.8893947486610085,1.7299566904206882,C
2.511046765383217,0.432555305475509,C
2.38563137580358,-0.3618311388026203,C
-1.1172949903537235,2.3008766701178156,C
2.36486031510528,-0.9770755301230609,C
-1.3898022742073546,-2.17325156803503,C
0.15708157168762082,-1.6916889684113556,S
-1.1082763047815276,1.0085772704456621,L
0.030867740709892132,-1.5255268124592674,S
-2.133067020334408,0.7686986411942587,C
-1.3289377619504819,-2.1502807756461437,C
0.774369741506764,-2.3945118121713156,C
0.015576203226892765,-2.5451278145397094,C
1.545158850630116,1.9641163107195525,C
2.0865846128103835,1.447368467697932,C
-2.245507519939771,-1.0849111889206293,C
-1.125845925485331,-2.279399747562096,C
-2.2611451462181975,1.0386850592355374,C
1.3904729871190202,2.036424327534697,C
-0.6924765228207309,-2.473913344892558,C
1.0805114180277549,2.2554352852001096,C
1.4902558328178133,2.1394161430851253,C
2.2355978977018967,-1.1708739515140862,C
-1.7822956743483707,1.6918041465494527,C
-0.3505874963756755,-1.4357764420481582,S
-1.5506180886612286,-1.8714422814089406,C
1.6793524422810442,-1.8090412656825046,C
0.6437663963921637,-1.479229533873797,S
-2.093283778883014,-1.4505583994524383,C
-0.23854784027301734,2.6989161448083747,C
0.7805082461111855,-1.2835898368510394,S
1.1675419075020874,-1.2633818534564423,S
-0.20037803384692168,2.4031520489027027,C
1.9189161388033886,-1.671618397675875,C
2.109620351374661,-1.406556848815122,C
2.4755427728846513,0.01247577327950489,C
-1.139864331164085,2.3136108499611328,C
2.3936029838072774,0.9127859210258462,C
1.2315243500002577,2.352312011686151,C
-0.7119273521592692,-1.2289383188095648,S
-0.6256638125225207,-1.2589983921345986,S
-2.1849607336178125,-1.225937156086732,C
2.5256393192217055,0.061876461826097934,C
1.0832298023703837,-2.2513324427108157,C
0.6611770847398531,-2.3800346678817825,C
0.8676622302882018,2.307174274985216,C
2.0825532214263105,1.433652579687077,C
0.4635074712078786,-2.4725689411374456,C
-0.7808554502132549,-1.347432833214821,S
-0.34091309051825947,2.5060551691589894,C
2.3404074653197178,-0.6165031169638439,C
-1.0444513715088355,2.2491861341513126,C
1.248846571504927,-2.074286574443718,C
0.5944039031971481,-1.1347750425370269,S
2.252478404609517,-1.0969971046866949,C
1.352247961501156,2.0677484917046187,C
-0.30901275075036844,-1.560022590306115,S
0.4698652282591713,2.6219665828174934,C
0.577223680728943,-1.3155129363774951,S
0.5494625277215808,2.5082304042172296,C
-0.2953890174643069,-1.4713702742088508,S
-2.09282170586327,-1.3703183302607376,C
0.6916489838127959,-2.394741787344817,C
2.430059526464516,0.8228718021236451,C
0.2683094221732738,-1.361059577292684,S
2.4538690288175897,-0.04466880672657009,C
-0.5380374477834089,-1.5268899868680106,S
-0.5468682663566836,-1.4929780944838318,S
-2.6180475705504564,-0.08624493637732858,C
0.8816786640209922,0.9979386855176874,R
1.6118611429851224,2.0607591854190144,C
1.1437732851900908,2.268916890306455,C
-1.9397136231886423,1.9240828866382476,C
-0.3521951439355793,-1.398447809693424,S
2.0203801235162717,1.2095931757448557,C
-0.5325540727505452,2.4233041617764735,C
-1.0096635082711078,-2.4371016558500314,C
0.06270172514021342,-2.5380343406456154,C
2.182047072942237,1.3211874587632382,C
0.9901778314021207,-1.164953644728501,S
-0.6077906598032667,-2.5850922904631646,C
-2.1460472607702235,-1.3856568398388303,C
2.209348469647513,0.7991699786446984,C
2.4088968706603637,0.060636700929918665,C
2.214602126476597,-1.2780771214147393,C
2.0271908107679164,1.2235108020640806,C
-0.40092049883372327,-1.4691450546141678,S
2.1622260655500645,-0.8643251933421812,C
0.5541323687332436,2.4709172311567444,C
-0.909730694411919,-1.1530947271367584,S
1.5539127467095617,2.0789043514198426,C
0.9041536797092781,-1.005322445899758,S
-1.360401044796751,2.229934229833296,C
1.6332675638368583,1.709693511894014,C
-1.9058805740663298,1.437582625616797,C
0.24268729577876516,2.492897205903482,C
1.0254904182469071,-1.2313123806860642,S
-0.507129735549908,-1.4304743361054468,S
-2.7240614978526545,0.5226732441065545,C
-1.726971865947731,2.137159680018208,C
1.080048403137939,-1.1377996309501222,S
-2.323691805426114,-0.8669068467584579,C
-1.3403950058187901,2.0765684467570558,C
-2.463100898734558,-0.6354963860984073,C
0.9817368608122735,-1.214685359421178,S
1.0543434166401087,0.9802577435338341,R
0.7280000227825181,-2.3776594820217105,C
-0.9639965927208435,2.204891229131214,C
-0.9532777557676104,1.078540719122827,L
-1.2995566729312114,1.9269461830972356,C
-0.17480388018159837,-1.3447219205313785,S
-0.3511332179201962,-1.502718516132157,S
2.216946730989816,0.7050885448061853,C
2.1492350277164474,1.333928672808209,C
0.15149040443479142,2.483304641880639,C
-0.814336643199224,-1.0854381385400198,S
-2.4016887821676742,-0.742881539665241,C
-0.3699046252848955,-1.4255834303080541,S
1.1527492747106394,-1.0733929403155325,S
-0.4126199671219839,-1.3947244721085787,S
0.16903201755306568,-1.417914817006944,S
2.3983259143937032,-0.25712215019009094,C
-2.387193931130964,-0.6004771774577651,C
1.9304176126116943,1.4949457339744725,C
0.25173145239827666,-1.554318466381399,S
1.0883882325030432,0.9775105756974167,R
-0.1497105200390143,-1.4648356313516624,S
-1.9643530268983058,-1.5866342007235337,C
1.0624908880905584,-2.4203700593051645,C
-0.6088591551272394,-1.4884820778168601,S
-1.429858210840668,2.1383506852205034,C
2.359774791847535,-0.8207137004047566,C
-2.4529623612036073,0.4462911262528607,C
-1.4502288929831175,-2.091237085494669,C
-0.8832142564293556,2.2616829934184457,C
-2.160336402385878,-0.5897492571778319,C
-1.5932865989897202,-1.972686091756116,C
0.657082966544549,2.25500564323752,C
1.930472308164901,-1.5928737881210755,C
-1.340081989144316,-1.9283714548317175,C
-0.5811433785166926,-1.3266531508235218,S
-0.36305977583306914,-1.2803628184425344,S
-2.568788986221157,-0.6826406397226195,C
